				Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Actual	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Plan	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast	Forecast
Total Activity	401(K) PLANS	5600 401K ADMINISTRATION	OTHER REVENUE - NA - RW	"16,339,055"			"801,825"	"1,978,275"	"2,728,900"	"808,850"	"3,460,400"	"1,954,945"	"1,792,365"	"618,715"	"1,956,715"	"238,065"	"28,505"	"9,115"	"11,865"	"4,465"	"2,465"	65	65	65				400															"16,592,951"	"1,181,139"	"1,037,309"	"1,282,353"	"2,311,447"	"1,411,683"	"1,329,330"	"1,083,182"	"1,460,937"	"1,226,135"	"1,489,757"	"1,269,726"	"1,509,953"	"20,865,423"	"1,422,906"	"1,517,397"	"1,535,111"	"4,061,179"	"1,685,547"	"1,614,025"	"1,525,512"	"1,432,960"	"1,274,331"	"1,445,243"	"1,651,614"	"1,699,598"	"23,007,829"	"1,483,380"	"1,783,707"	"1,524,897"	"4,529,514"	"1,563,886"	"1,942,596"	"1,683,639"	"1,769,520"	"1,784,761"	"1,865,260"	"1,412,930"	"1,663,739"	"23,972,405"	"1,317,722"	"1,793,685"	"1,499,964"	"4,444,809"	"1,705,618"	"1,768,265"	"2,060,865"	"1,790,820"	"1,702,268"	"2,207,063"	"1,888,671"	"1,792,656"	"24,330,389"	"2,014,892"	"2,017,376"	"2,023,724"	"2,026,461"	"2,026,990"	"2,029,060"	"2,046,724"	"2,035,546"	"2,034,304"	"2,027,703"	"2,024,598"	"2,023,011"	"24,258,444"	"2,021,266"	"1,989,404"	"2,018,733"	"2,021,539"	"2,022,022"	"2,024,046"	"2,041,733"	"2,030,555"	"2,029,290"	"2,022,597"	"2,019,400"	"2,017,859"	"25,232,393"	"2,021,266"	"1,989,404"	"2,034,760"	"2,003,438"	"2,171,900"	"2,167,500"	"2,174,250"	"2,155,100"	"2,147,325"	"2,132,050"	"2,121,600"	"2,113,800"	"27,634,984"	"2,021,266"	"1,989,404"	"2,034,760"	"4,386,229"	"2,171,950"	"2,168,625"	"2,176,100"	"2,157,475"	"2,150,150"	"2,135,450"	"2,125,425"	"2,118,150"	"27,416,227"	"2,021,266"	"1,989,404"	"2,034,760"	"4,386,229"	"1,845,468"	"2,183,050"	"2,190,825"	"2,172,550"	"2,165,550"	"2,151,175"	"2,141,450"	"2,134,500"	"27,552,995"	"2,021,266"	"1,989,404"	"2,034,760"	"4,386,229"	"1,845,468"	"2,318,842"	"2,189,425"	"2,171,250"	"2,165,075"	"2,151,650"	"2,142,825"	"2,136,800"	"29,366,134"	"2,021,266"	"1,989,404"	"2,034,760"	"4,386,229"	"1,845,468"	"2,318,842"	"2,264,532"	"2,087,983"	"2,617,890"	"2,605,800"	"2,598,690"	"2,595,270"
Total Activity	IRA SIMPLE	5600 401K ADMINISTRATION	OTHER REVENUE - NA - RW																																								120			"-2,351"	"2,201"	250				5	5	5	5	120	10	10	10	10	10	10	10	10	10	10	10	10	140	10	10	10	10	10	10	10	5	15	15	15	20	240	20	20	20	20	20	20	20	20	20	20	20	20														40	20	20											60	20	20	20										80	20	20	20	20									100	20	20	20	20	20								120	20	20	20	20	20	20							145	20	20	20	20	20	20	20	5				
Total Activity	RETIREMENT PLANS	5600 401K ADMINISTRATION	OTHER REVENUE - NA - RW																																																																															-13									-13																														"4,889"			"4,889"										"4,889"			"4,889"										"4,889"			"4,889"										"4,889"			"4,889"										"4,889"			"4,889"									
Total Activity	401(K) PLANS	5745 EPLAN	OTHER REVENUE - NA - RW	"7,301,142"	"592,115"	"647,958"	"647,958"	"647,958"	"520,462"	"559,105"	"559,105"	"636,076"	"614,845"	"614,845"	"640,933"	"619,783"	"6,863,497"	"610,111"	"552,930"	"610,625"	"610,625"	"452,304"	"608,251"	"608,251"	"492,465"	"605,886"	"605,886"	"502,631"	"603,531"	"7,150,773"	"575,950"	"542,448"	"589,976"	"571,743"	"626,749"	"574,636"	"595,725"	"641,108"	"539,564"	"596,198"	"700,201"	"596,473"	"7,123,187"	"596,683"	"586,816"	"599,298"	"583,441"	"606,261"	"587,721"	"610,282"	"632,717"	"553,032"	"613,529"	"541,675"	"611,733"	"6,993,144"	"656,598"	"571,130"	"667,000"	"644,966"	"491,227"	"630,055"	"607,632"	"283,552"	"551,321"	"601,312"	"676,910"	"611,441"	"6,940,594"	"597,492"	"607,969"	"608,379"	"589,607"	"598,920"	"613,258"	"609,036"	"687,564"	"598,416"	"605,129"	"296,851"	"527,974"	"-1,076,592"	"586,080"	"727,594"	"600,841"	"-235,000"	"-426,156"	"-235,000"	"-235,000"	"-501,679"	"-227,344"	"-314,051"	"-502,758"	"-314,121"	"-3,961,555"	"-324,918"	"-326,253"	"-326,864"	"-326,579"	"-325,943"	"-326,840"	"-329,079"	"-331,517"	"-333,575"	"-335,105"	"-336,525"	"-338,358"	"-4,106,958"	"-324,918"	"-480,189"	"-328,057"	"-325,402"	"-324,782"	"-325,691"	"-327,945"	"-330,423"	"-332,515"	"-334,073"	"-335,542"	"-337,422"	"-4,098,488"	"-324,918"	"-480,189"	"-326,864"	"-325,776"	"-324,160"	"-324,895"	"-327,015"	"-329,405"	"-331,459"	"-333,006"	"-334,466"	"-336,335"	"-4,044,408"	"-324,918"	"-480,189"	"-326,864"	"-326,579"	"-315,506"	"-318,603"	"-320,608"	"-322,862"	"-324,814"	"-326,292"	"-327,689"	"-329,485"	"-4,317,866"	"-324,918"	"-480,189"	"-326,864"	"-326,579"	"-538,674"	"-312,821"	"-328,457"	"-336,228"	"-308,701"	"-345,370"	"-337,250"	"-351,816"	"-4,210,252"	"-324,918"	"-480,189"	"-326,864"	"-326,579"	"-538,674"	"-106,255"	"-343,575"	"-353,042"	"-324,121"	"-362,608"	"-354,073"	"-369,354"	"-4,113,715"	"-324,918"	"-480,189"	"-326,864"	"-326,579"	"-538,674"	"-106,255"	"-269,845"	"-504,997"	"-282,221"	"-317,167"	"-310,858"	"-325,149"
Total Activity	401K NSI EXPORT	0087 FRESNO	MAINTENANCE REVENUE - NA - RW																																																																															0				87		-87																																																																																																	
Total Activity	401K NSI EXPORT	0920 DSC East	MAINTENANCE REVENUE - NA - RW																																																																															0				499		-499				150	-150																																																																																												
Total Activity	401K NSI EXPORT	0943 MULTI PRODUCT SERVICE CENTER INDY	MAINTENANCE REVENUE - NA - RW																																																																															0				"2,779"		"-2,779"																																																																																																	
Total Activity	401(K) PLANS	5765 SEBS	MAINTENANCE REVENUE - NA - RW	"3,547,604"	"176,416"	"301,280"	"206,750"	"119,140"	"491,275"	"315,645"	"276,989"	"372,221"	"266,908"	"253,897"	"523,239"	"243,843"	"3,443,524"	"287,631"	"363,895"	"270,555"	"261,495"	"277,619"	"267,745"	"276,686"	"336,363"	"262,998"	"230,250"	"363,852"	"244,436"	"2,934,015"	"202,861"	"247,130"	"238,421"	"265,392"	"303,436"	"223,286"	"211,359"	"344,743"	"206,327"	"199,112"	"285,874"	"206,073"	"3,026,517"	"203,482"	"289,581"	"284,139"	"242,508"	"321,362"	"246,066"	"226,425"	"320,214"	"245,907"	"204,580"	"259,192"	"183,060"	"2,491,287"	"184,465"	"215,174"	"170,910"	"216,953"	"333,707"	"104,889"	"249,100"	"232,917"	"198,133"	"203,829"	"135,206"	"246,003"	"2,289,608"	"186,708"	"205,807"	"153,143"	"210,325"	"189,000"	"188,404"	"156,835"	"255,126"	"228,855"	"190,068"	"168,134"	"157,204"	"2,560,905"	"197,165"	"198,022"	"182,046"	"212,221"	"245,541"	"161,545"	"187,546"	"262,300"	"233,008"	"246,350"	"241,481"	"193,679"	"2,624,965"	"212,898"	"213,934"	"214,452"	"216,783"	"216,006"	"214,452"	"217,042"	"219,373"	"222,222"	"224,812"	"226,625"	"226,366"	"2,749,269"	"240,337"	"192,435"	"226,366"	"228,697"	"227,920"	"226,366"	"228,956"	"231,287"	"234,136"	"236,467"	"238,280"	"238,021"	"2,688,028"	"240,337"	"192,435"	"170,823"	"228,956"	"227,661"	"225,848"	"227,920"	"230,510"	"233,359"	"235,690"	"237,244"	"237,244"	"2,589,419"	"240,337"	"192,435"	"170,823"	"148,477"	"224,294"	"222,999"	"225,330"	"228,179"	"231,287"	"233,877"	"235,690"	"235,690"	"2,589,601"	"240,337"	"192,435"	"170,823"	"148,477"	"228,102"	"222,481"	"224,812"	"227,661"	"230,769"	"233,359"	"235,172"	"235,172"	"2,476,294"	"240,337"	"192,435"	"170,823"	"148,477"	"228,102"	"108,138"	"224,553"	"227,402"	"230,769"	"233,618"	"235,690"	"235,949"	"2,757,510"	"240,337"	"192,435"	"170,823"	"148,477"	"228,102"	"108,138"	"544,864"	"212,135"	"224,812"	"227,661"	"229,733"	"229,992"
Total Activity	401(k) PEP	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW																																																																															"190,534"								"3,230"	"1,034"	"29,785"	"61,635"	"94,850"														"330,050"	"136,885"	"193,165"											"10,189,220"	"136,885"	"193,165"	"244,860"	"293,600"	"440,235"	"617,270"	"780,300"	"1,039,740"	"1,319,750"	"1,466,745"	"1,707,028"	"1,949,642"	"10,780,863"	"136,885"	"193,165"	"244,860"	"326,340"	"469,395"	"660,620"	"831,060"	"1,104,670"	"1,399,250"	"1,552,130"	"1,804,275"	"2,058,214"	"10,725,715"	"136,885"	"193,165"	"244,860"	"326,340"	"398,825"	"698,700"	"873,360"	"1,157,775"	"1,317,375"	"1,620,808"	"1,732,797"	"2,024,825"	"10,470,774"	"136,885"	"193,165"	"244,860"	"326,340"	"398,825"	"448,455"	"861,660"	"1,144,445"	"1,310,175"	"1,621,315"	"1,741,399"	"2,043,250"	"5,794,530"	"136,885"	"193,165"	"244,860"	"326,340"	"398,825"	"448,455"	"494,830"	"631,750"	"604,300"	"688,170"	"768,130"	"858,820"
Total Activity	401(K) PLANS	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"108,330,328"	"8,880,717"	"8,699,645"	"8,780,418"	"8,803,085"	"8,960,174"	"9,068,592"	"9,268,765"	"8,859,378"	"9,234,071"	"9,271,698"	"9,264,258"	"9,239,527"	"116,004,868"	"9,241,028"	"9,361,769"	"9,360,200"	"9,490,620"	"9,530,440"	"9,593,245"	"9,644,040"	"9,941,049"	"9,912,968"	"9,952,540"	"9,995,692"	"9,981,277"	"115,485,332"	"9,315,805"	"9,369,183"	"9,388,799"	"9,440,996"	"9,544,366"	"9,555,330"	"9,583,476"	"9,765,762"	"9,804,546"	"9,878,755"	"9,907,086"	"9,931,229"	"123,496,096"	"10,208,621"	"10,214,328"	"9,796,339"	"10,106,094"	"10,166,563"	"10,218,663"	"10,244,951"	"10,451,896"	"10,394,841"	"10,550,351"	"10,609,944"	"10,533,506"	"130,016,995"	"10,613,976"	"10,632,887"	"10,681,035"	"10,701,290"	"10,803,713"	"10,790,755"	"10,789,662"	"10,934,513"	"10,954,053"	"11,005,039"	"11,018,651"	"11,091,422"	"139,302,124"	"11,266,498"	"11,336,507"	"11,310,504"	"11,395,221"	"11,469,955"	"11,533,333"	"11,531,755"	"11,726,988"	"11,916,902"	"11,954,084"	"11,947,546"	"11,912,830"	"150,746,378"	"11,871,524"	"11,907,637"	"11,932,085"	"12,610,489"	"12,613,816"	"12,665,386"	"12,710,067"	"12,807,342"	"13,144,510"	"12,872,103"	"12,820,366"	"12,791,054"	"120,392,739"	"10,081,395"	"9,823,590"	"10,728,289"	"9,895,704"	"9,698,823"	"10,457,700"	"9,954,204"	"9,701,577"	"10,443,675"	"9,822,540"	"9,470,267"	"10,314,975"	"125,672,728"	"12,598,643"	"12,602,278"	"10,725,923"	"9,893,988"	"9,696,834"	"10,455,225"	"9,953,424"	"9,700,812"	"10,442,685"	"9,821,136"	"9,468,455"	"10,313,325"	"127,636,659"	"12,598,643"	"12,602,278"	"12,533,114"	"10,205,813"	"9,784,667"	"10,635,148"	"9,967,451"	"9,664,910"	"10,385,668"	"9,749,692"	"9,401,048"	"10,108,226"	"127,806,393"	"12,598,643"	"12,602,278"	"12,533,114"	"12,490,299"	"9,580,860"	"10,437,834"	"9,773,088"	"9,309,600"	"10,193,865"	"9,430,652"	"9,122,100"	"9,734,060"	"131,205,445"	"12,598,643"	"12,602,278"	"12,533,114"	"12,490,299"	"12,439,206"	"10,515,155"	"9,846,720"	"9,381,900"	"10,274,880"	"9,507,652"	"9,198,300"	"9,817,297"	"133,125,565"	"12,598,643"	"12,602,278"	"12,533,114"	"12,490,299"	"12,439,206"	"12,445,101"	"9,838,452"	"9,374,250"	"10,270,260"	"9,507,498"	"9,201,600"	"9,824,864"	"140,911,571"	"12,598,643"	"12,602,278"	"12,533,114"	"12,490,299"	"12,439,206"	"12,445,101"	"12,359,363"	"12,480,753"	"10,764,483"	"9,919,516"	"9,651,601"	"10,627,214"
Total Activity	PROFIT SHARING PLANS	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"72,342"	"6,337"	"6,281"	"6,147"	"6,102"	"6,093"	"6,000"	"5,814"	"5,977"	"6,004"	"5,951"	"5,820"	"5,817"	"64,367"	"5,812"	"5,704"	"5,603"	"5,465"	"5,465"	"5,458"	"5,539"	"5,407"	"5,124"	"4,996"	"4,946"	"4,849"	"54,577"	"4,664"	"4,661"	"4,701"	"4,434"	"4,385"	"4,341"	"4,508"	"4,597"	"4,460"	"4,551"	"4,684"	"4,592"	"51,266"	"4,417"	"4,324"	"4,279"	"4,192"	"4,277"	"4,272"	"4,399"	"4,477"	"4,299"	"4,181"	"4,100"	"4,050"	"46,524"	"4,132"	"4,130"	"4,041"	"4,037"	"4,043"	"3,883"	"3,882"	"3,832"	"3,717"	"3,759"	"3,583"	"3,486"	"42,790"	"3,440"	"3,428"	"3,377"	"3,701"	"3,754"	"3,708"	"3,746"	"3,698"	"3,651"	"3,603"	"3,537"	"3,148"	"32,962"	"3,103"	"3,059"	"2,806"	"2,760"	"2,710"	"2,708"	"2,707"	"2,717"	"2,762"	"2,652"	"2,491"	"2,487"														"4,931"	"2,487"	"2,444"											"7,414"	"2,487"	"2,444"	"2,483"										"9,855"	"2,487"	"2,444"	"2,483"	"2,440"									"12,293"	"2,487"	"2,444"	"2,483"	"2,440"	"2,438"								"14,729"	"2,487"	"2,444"	"2,483"	"2,440"	"2,438"	"2,436"							"19,643"	"2,487"	"2,444"	"2,483"	"2,440"	"2,438"	"2,436"	"2,433"	"2,481"				
Total Activity	IRA SIMPLE	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"207,882"	"17,163"	"17,532"	"17,669"	"17,791"	"17,741"	"17,736"	"17,662"	"17,138"	"16,587"	"16,672"	"17,038"	"17,158"	"209,530"	"17,478"	"17,453"	"17,459"	"17,669"	"17,696"	"17,780"	"17,796"	"17,574"	"16,863"	"17,070"	"17,200"	"17,497"	"211,875"	"17,520"	"17,543"	"17,646"	"17,790"	"17,890"	"18,065"	"18,003"	"17,605"	"16,859"	"17,271"	"18,002"	"17,681"	"219,268"	"17,953"	"18,154"	"18,120"	"18,476"	"18,632"	"18,511"	"18,355"	"18,156"	"17,242"	"18,280"	"18,429"	"18,960"	"244,426"	"19,387"	"19,842"	"20,314"	"19,612"	"19,812"	"20,490"	"19,436"	"20,257"	"21,078"	"20,937"	"21,378"	"21,883"	"248,750"	"20,019"	"22,157"	"21,809"	"19,956"	"22,274"	"22,310"	"19,949"	"19,057"	"19,145"	"19,140"	"21,532"	"21,402"	"234,565"	"19,124"	"21,339"	"18,964"	"21,476"	"19,031"	"18,886"	"21,363"	"17,586"	"19,268"	"19,300"	"20,636"	"17,592"														"34,017"	"16,360"	"17,657"											"51,708"	"16,360"	"17,657"	"17,691"										"71,352"	"16,360"	"17,657"	"17,691"	"19,644"									"91,052"	"16,360"	"17,657"	"17,691"	"19,644"	"19,700"								"110,849"	"16,360"	"17,657"	"17,691"	"19,644"	"19,700"	"19,797"							"144,970"	"16,360"	"17,657"	"17,691"	"19,644"	"19,700"	"19,797"	"19,755"	"14,366"				
Total Activity	401K NSI IMPORT	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"2,208,850"	"176,600"	"173,200"	"175,350"	"176,950"	"179,300"	"189,250"	"184,800"	"184,300"	"190,050"	"190,400"	"197,400"	"191,250"	"2,177,500"	"188,750"	"189,500"	"189,300"	"189,100"	"186,200"	"182,550"	"184,700"	"183,250"	"176,600"	"171,700"	"168,150"	"167,700"	"1,905,100"	"162,400"	"160,850"	"160,350"	"164,000"	"160,850"	"161,550"	"157,500"	"158,800"	"154,650"	"154,500"	"155,400"	"154,250"	"1,841,450"	"152,000"	"150,250"	"153,500"	"156,500"	"159,800"	"165,650"	"157,600"	"152,950"	"148,600"	"151,100"	"146,500"	"147,000"	"1,615,450"	"142,500"	"138,950"	"140,150"	"141,500"	"137,650"	"139,150"	"136,500"	"129,800"	"130,700"	"125,600"	"126,850"	"126,100"	"1,413,750"	"125,200"	"124,625"	"119,825"	"118,300"	"120,350"	"120,050"	"117,300"	"121,050"	"114,750"	"112,850"	"110,550"	"108,900"	"1,230,150"	"106,150"	"103,900"	"102,900"	"104,800"	"105,100"	"101,200"	"104,300"	"102,800"	"104,450"	"99,050"	"99,150"	"96,350"														"187,450"	"95,500"	"91,950"											"275,900"	"95,500"	"91,950"	"88,450"										"367,150"	"95,500"	"91,950"	"88,450"	"91,250"									"454,200"	"95,500"	"91,950"	"88,450"	"91,250"	"87,050"								"544,500"	"95,500"	"91,950"	"88,450"	"91,250"	"87,050"	"90,300"							"720,750"	"95,500"	"91,950"	"88,450"	"91,250"	"87,050"	"90,300"	"89,000"	"87,250"				
Total Activity	401K NSI EXPORT	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	847	41	62	60	60	96	36	62	99	80	62	98	92	284	109	176	106	173	122	-95	122	170	63	104	78	-842														913							75	156	46	531	46	57	-189	306	-174	22	533	169	49	48	413	417	46	13	"-2,031"	94	41	60	231	47	24	46	48	"1,286"	"-2,243"	449	59	46	"2,293"	47	60	48	27	"-3,077"	"3,385"	-41	-77	156	58	"1,660"	46														104	57	47											761	57	47	657										818	57	47	657	57									841	57	47	657	57	23								886	57	47	657	57	23	45							987	57	47	657	57	23	45	45	57				
Total Activity	401K SINGLE	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"1,341,315"	"102,435"	"105,845"	"103,755"	"104,165"	"107,030"	"109,235"	"106,375"	"131,570"	"128,875"	"115,305"	"115,975"	"110,750"	"1,400,035"	"109,485"	"109,820"	"110,435"	"112,415"	"111,835"	"111,755"	"112,185"	"136,275"	"123,235"	"124,765"	"118,125"	"119,705"	"1,585,479"	"121,351"	"122,575"	"123,282"	"124,204"	"126,671"	"128,046"	"124,547"	"147,767"	"142,888"	"140,813"	"138,334"	"145,001"	"1,788,975"	"138,773"	"138,464"	"142,631"	"143,168"	"143,765"	"144,911"	"145,193"	"165,861"	"158,913"	"155,753"	"156,450"	"155,093"	"1,946,393"	"157,497"	"157,321"	"160,298"	"161,041"	"161,390"	"157,921"	"160,494"	"175,085"	"172,358"	"165,890"	"148,605"	"168,493"	"2,096,055"	"169,358"	"170,172"	"169,407"	"171,696"	"172,966"	"171,761"	"174,023"	"185,577"	"180,355"	"176,854"	"177,261"	"176,625"	"2,182,725"	"174,443"	"175,762"	"174,578"	"175,409"	"174,153"	"174,851"	"176,888"	"192,377"	"189,143"	"189,745"	"197,685"	"187,691"														"388,186"	"191,119"	"197,067"											"581,168"	"191,119"	"197,067"	"192,981"										"776,029"	"191,119"	"197,067"	"192,981"	"194,861"									"974,818"	"191,119"	"197,067"	"192,981"	"194,861"	"198,790"								"1,175,990"	"191,119"	"197,067"	"192,981"	"194,861"	"198,790"	"201,171"							"1,600,201"	"191,119"	"197,067"	"192,981"	"194,861"	"198,790"	"201,171"	"204,832"	"219,379"				
Total Activity	401K SDA	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"177,765"	"14,640"	"14,640"	"14,625"	"15,165"	"14,850"	"15,045"	"15,390"	"14,805"	"14,790"	"14,730"	"14,730"	"14,355"	"179,070"	"14,385"	"14,475"	"14,445"	"14,535"	"14,940"	"14,910"	"14,940"	"15,045"	"15,150"	"15,345"	"15,480"	"15,420"	"180,375"	"14,760"	"14,940"	"14,955"	"14,775"	"15,135"	"14,925"	"14,805"	"15,045"	"15,180"	"15,180"	"15,315"	"15,360"	"187,065"	"15,465"	"15,330"	"15,435"	"15,300"	"15,435"	"15,630"	"15,780"	"15,615"	"15,555"	"15,735"	"15,810"	"15,975"	"186,390"	"15,690"	"15,735"	"15,735"	"15,600"	"15,930"	"15,585"	"15,810"	"15,240"	"15,540"	"15,075"	"14,970"	"15,480"	"184,380"	"15,330"	"15,150"	"15,300"	"15,435"	"15,450"	"15,315"	"15,705"	"15,270"	"15,345"	"15,345"	"15,375"	"15,360"	"186,585"	"15,240"	"15,135"	"15,090"	"15,300"	"15,660"	"15,825"	"16,785"	"15,615"	"15,870"	"15,390"	"15,315"	"15,360"														"31,050"	"15,450"	"15,600"											"46,620"	"15,450"	"15,600"	"15,570"										"62,070"	"15,450"	"15,600"	"15,570"	"15,450"									"77,490"	"15,450"	"15,600"	"15,570"	"15,450"	"15,420"								"92,955"	"15,450"	"15,600"	"15,570"	"15,450"	"15,420"	"15,465"							"124,080"	"15,450"	"15,600"	"15,570"	"15,450"	"15,420"	"15,465"	"15,540"	"15,585"				
Total Activity	MONEY PURCHASE PLANS	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"6,803"	579	582	582	582	582	581	576	575	575	578	529	480	"4,454"	437	394	394	394	394	348	348	350	349	349	349	349	"3,748"	349	349	349	302	302	301	301	300	300	299	298	298	"3,589"	300	300	305	306	306	305	304	303	247	303	303	309	"3,660"	308	308	307	305	305	305	305	305	304	304	302	300	"4,010"	300	315	315	315	310	351	351	350	350	350	350	350	"3,552"	350	357	356	355	267	267	267	267	267	267	266	265														526	263	263											791	263	263	265										"1,056"	263	263	265	265									"1,320"	263	263	265	265	264								"1,583"	263	263	265	265	264	262							"2,106"	263	263	265	265	264	262	262	262				
Total Activity	401K INST TRUSTEE	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW	"162,170"	"14,607"	"14,329"	"14,701"	"14,440"	"14,188"	"15,176"	"14,965"	"6,333"	"13,467"	"14,207"	"13,869"	"11,887"	"165,051"	"16,178"	"14,273"	"14,055"	"13,728"	"13,677"	"13,740"	"13,255"	"13,414"	"13,410"	"13,259"	"13,125"	"12,936"	"138,227"	"12,924"	"12,856"	"17,088"	"7,883"	"12,299"	"12,535"	"12,193"	"12,016"	"12,092"	"12,069"	"12,011"	"2,260"	"143,725"	"21,260"	"11,538"	"11,278"	"11,291"	"11,335"	"11,326"	"11,143"	"11,294"	"10,790"	"1,863"	"20,010"	"10,598"	"121,115"	"10,719"	"10,559"	"10,340"	"10,406"	"10,232"	"10,241"	"10,082"	"9,977"	"9,697"	"9,791"	"39,027"	"-19,954"	"106,662"	"9,418"	"37,682"	"-19,340"	"1,715"	"42,913"	"-18,867"	"10,433"	"36,000"	"-18,305"	"8,318"	"34,824"	"-18,127"	"92,399"	"8,115"	"32,825"	"-16,872"	"7,835"	"31,577"	"-16,512"	"8,145"	"31,129"	"-15,672"	"7,446"	"29,834"	"-15,452"														"35,102"	"6,956"	"28,146"											"20,545"	"6,956"	"28,146"	"-14,557"										"27,254"	"6,956"	"28,146"	"-14,557"	"6,709"									"54,075"	"6,956"	"28,146"	"-14,557"	"6,709"	"26,821"								"40,390"	"6,956"	"28,146"	"-14,557"	"6,709"	"26,821"	"-13,685"							"73,190"	"6,956"	"28,146"	"-14,557"	"6,709"	"26,821"	"-13,685"	"6,530"	"26,270"				
Total Activity	RETIREMENT PLANS	5600 401K ADMINISTRATION	MAINTENANCE REVENUE - NA - RW																																								"117,063"								"81,511"	"8,263"	"8,726"	"8,527"	"10,036"	"104,718"	"9,316"	"7,834"	"10,434"	"8,309"	"13,714"	"8,092"	"3,942"	"9,704"	"8,146"	"8,168"	"7,723"	"9,335"	"100,939"	"7,517"	"9,121"	"7,915"	"8,446"	"9,888"	"26,607"	"-10,336"	"10,215"	"7,672"	"7,266"	"9,638"	"6,990"	"91,515"	"6,212"	"8,255"	"6,677"	"8,325"	"20,410"	"-7,273"	"6,150"	"7,904"	"6,393"	"22,651"	206	"5,604"														"13,141"	"7,359"	"5,781"											"26,559"	"7,359"	"5,781"	"13,418"										"25,395"	"7,359"	"5,781"	"13,418"	"-1,164"									"31,061"	"7,359"	"5,781"	"13,418"	"-1,164"	"5,667"								"36,335"	"7,359"	"5,781"	"13,418"	"-1,164"	"5,667"	"5,274"							"47,545"	"7,359"	"5,781"	"13,418"	"-1,164"	"5,667"	"5,274"	"5,032"	"6,178"				
